TIMESTAMP,Open,High,Low,Close
2022-04-01,17474.72159598729,17688.0,17474.72159598729,17688.0
2022-04-04,17867.850967438404,18056.652671566422,17867.850967438404,18036.9
2022-04-05,18048.031538383653,18070.520801645896,17931.05,17931.05
2022-04-06,17866.41806398603,17877.474549230574,17798.0,17798.0
2022-04-07,17722.126247920158,17768.539846097872,17641.515841427234,17656.45
2022-04-08,17679.570367650613,17819.184480591015,17644.524958788348,17800.65
2022-04-11,17703.5252575251,17749.933042890436,17675.192874880333,17681.15
2022-04-12,17574.190763581693,17574.190763581693,17470.640522092872,17523.25
2022-04-13,17632.595318254484,17632.595318254484,17465.8,17465.8
2022-04-18,17208.432525799413,17209.248888790327,17098.179320396295,17183.8
2022-04-19,17207.482511552018,17249.63284474613,16868.9,16868.9
2022-04-20,17057.496160441846,17151.875306456466,17057.496160441846,17149.3
2022-04-21,17238.613498317765,17400.85,17238.613498317765,17400.85
2022-04-22,17216.610330620588,17297.049331372124,17169.5,17169.5
2022-04-25,16968.34765628455,17013.670906051208,16928.336102683636,16985.25
2022-04-26,17147.431128162418,17202.822797087458,17098.677010176772,17200.05
2022-04-27,17085.886635066854,17085.886635066854,16994.676765283417,17038.2
2022-04-28,17116.99552350028,17305.19431371777,17093.880680951774,17229.5
2022-04-29,17328.450003153164,17362.69217249057,17102.5178225478,17110.75
2022-05-02,16974.59733906745,17068.02423354708,16971.83969242117,17066.05
2022-05-04,17070.693301121508,17070.693301121508,16679.024399428625,16692.75
2022-05-05,16813.004785794823,16904.891897429796,16671.6,16671.6
2022-05-06,16416.250486165616,16452.807553493476,16364.029832853108,16440.25
2022-05-09,16191.64667682606,16360.731518706196,16191.64667682606,16310.049999999996
2022-05-10,16333.440616528953,16378.357411160798,16209.200000000004,16209.200000000004
2022-05-11,16291.562522868477,16291.562522868477,16030.804231792166,16202.700000000004
2022-05-12,15938.791517727574,15938.791517727574,15784.238568787141,15821.75
2022-05-13,15974.809183666026,16052.792818002405,15779.757808870812,15779.757808870812
2022-05-16,15840.331310065934,15936.120247063876,15810.232814109348,15863.4
2022-05-17,15953.826740637187,16280.45,15950.147637886883,16280.45
2022-05-18,16351.482493810903,16372.179883382172,16241.215116937852,16256.45
2022-05-19,15941.727135352334,15946.988420195332,15800.846065104077,15829.049999999996
2022-05-20,16090.207171086367,16280.9,16090.207171086367,16280.9
2022-05-23,16279.152094060013,16381.025946363252,16191.65,16191.65
2022-05-24,16230.42124629646,16230.42124629646,16106.329317134605,16138.0
2022-05-25,16201.993157132641,16201.993157132641,16027.340432045967,16033.9
2022-05-26,16085.929518736555,16201.899999999998,15921.282238275127,16201.899999999998
2022-05-27,16302.644675519483,16359.35,16254.301364274117,16359.35
2022-05-30,16567.28511872769,16677.129228622613,16567.28511872769,16668.7
2022-05-31,16560.7453567826,16676.502102998013,16551.533977369494,16581.0
2022-06-01,16629.403352673737,16629.403352673737,16460.683246222994,16543.95
2022-06-02,16481.947550377106,16638.8,16481.947550377106,16638.8
2022-06-03,16776.227169049598,16776.227169049598,16584.381416653127,16584.5
2022-06-06,16527.850684336205,16590.478639499346,16492.799784784624,16565.75
2022-06-07,16430.06282968798,16430.06282968798,16373.472138980776,16404.85
2022-06-08,16410.645557568747,16474.645777124282,16329.07785191516,16340.95
2022-06-09,16285.578236802916,16481.4,16285.578236802916,16481.4
2022-06-10,16300.187544596585,16300.187544596585,16187.656110276825,16200.864920872798
2022-06-13,15814.039129531919,15814.039129531919,15701.677916649693,15800.3
2022-06-14,15722.772562477374,15840.74727605852,15707.900656079955,15741.95
2022-06-15,15711.337435682832,15764.579423917909,15688.9,15688.9
2022-06-16,15832.517897425669,15832.517897425669,15348.35,15348.35
2022-06-17,15261.748337378784,15336.761978905628,15239.33095237795,15335.1
2022-06-20,15309.54878178018,15351.982421179446,15238.926033021762,15351.166531594135
2022-06-21,15461.285559806514,15687.93043767561,15461.285559806514,15631.5
2022-06-22,15516.137577185913,15516.137577185913,15401.7,15401.7
2022-06-23,15475.148971204151,15618.0224128697,15397.32033113817,15574.850000000002
2022-06-24,15718.5441903046,15718.5441903046,15637.877400586074,15697.75
2022-06-27,15890.179353059319,15900.203579962705,15830.23027354124,15838.4
2022-06-28,15748.650993778147,15875.1,15727.292972765503,15875.1
2022-06-29,15705.952209433108,15846.248590362695,15705.952209433108,15783.700000000004
2022-06-30,15853.390614294707,15870.315390509448,15734.2,15734.2
2022-07-01,15690.620419043418,15766.6,15569.301639874353,15766.6
2022-07-04,15744.088233961753,15834.794988772162,15683.009710978245,15827.95
2022-07-05,15921.843723226411,16016.946038133268,15798.9,15798.9
2022-07-06,15881.94689744858,16005.25,15865.673753505234,16005.25
2022-07-07,16102.020172883178,16139.0,16082.21749977232,16139.0
2022-07-08,16206.347677893214,16221.7841345309,16172.814378132822,16218.45
2022-07-11,16147.970574823785,16233.722497251982,16139.228926765269,16198.9
2022-07-12,16128.918445125657,16152.372242792902,16037.5,16037.5
2022-07-13,16119.484189897776,16119.610737309375,15967.054363117757,15976.200000000004
2022-07-14,16017.306950026743,16045.823822303244,15886.43982880795,15946.799999999996
2022-07-15,16013.233475408066,16054.899999999998,15947.366173927581,16054.899999999998
2022-07-18,16176.009631961177,16280.05,16174.233056073626,16280.05
2022-07-19,16243.144729907366,16341.735328446775,16243.144729907366,16328.1
2022-07-20,16517.24089228428,16577.930072438703,16495.25,16495.25
2022-07-21,16509.707404689467,16610.0,16509.707404689467,16610.0
2022-07-22,16688.01033755381,16731.540690153382,16629.436262838888,16710.85
2022-07-25,16688.109072854397,16688.109072854397,16581.197684364328,16610.6
2022-07-26,16560.405691697193,16560.405691697193,16467.8,16467.8
2022-07-27,16474.20302250146,16642.45,16465.36764316469,16642.45
2022-07-28,16776.249199972663,16930.432220708542,16771.965714326354,16922.15
2022-07-29,17099.517753203876,17158.525892945316,17048.938678894126,17157.55
2022-08-01,17209.42405631725,17340.66198468131,17209.42405631725,17331.5
2022-08-02,17297.205043221566,17370.9180871852,17236.724781706158,17295.05
2022-08-03,17368.377875274833,17393.3,17241.22107566142,17393.3
2022-08-04,17466.199452115514,17468.2196612638,17244.656060068573,17360.7
2022-08-05,17420.406731139494,17459.951283294933,17380.917821685838,17389.8
2022-08-08,17390.615180611007,17539.465988007287,17390.615180611007,17525.7
2022-08-10,17528.344356863126,17533.973295062133,17484.257665182326,17523.15
2022-08-11,17686.79313124965,17688.64817285497,17640.75,17640.75
2022-08-12,17628.945080091853,17709.984022437668,17628.945080091853,17699.6
2022-08-16,17789.117070113727,17828.9,17782.569365841926,17828.9
2022-08-17,17864.852918662942,17945.618913641203,17864.852918662942,17926.1
2022-08-18,17898.600474854502,17965.2,17869.035694030306,17965.2
2022-08-19,17966.611164075148,17966.611164075148,17728.2,17728.2
2022-08-22,17638.591215333145,17638.591215333145,17489.588346584285,17493.55
2022-08-23,17429.72552101995,17622.6,17429.72552101995,17622.6
2022-08-24,17582.479418777933,17606.032561166012,17531.229334920292,17604.05
2022-08-25,17681.837728021885,17709.347596502306,17505.75,17505.75
2022-08-26,17664.253220318842,17664.253220318842,17557.837329140784,17582.55
2022-08-29,17210.380876346117,17352.798155068413,17210.380876346117,17335.8
2022-08-30,17453.303151185864,17761.511834295612,17453.303151185864,17749.9
2022-09-01,17553.107956116288,17657.613027301537,17502.779226372582,17561.8
2022-09-02,17596.75113961943,17609.98875322436,17502.408844501842,17526.6
2022-09-05,17595.91536208328,17670.33421512145,17595.91536208328,17655.2
2022-09-06,17738.34324347179,17738.34324347179,17609.317881253482,17651.85
2022-09-07,17563.902371655095,17638.18522618465,17547.246065932668,17628.7
2022-09-08,17757.605401187793,17799.492372251156,17721.48520752272,17798.7
2022-09-09,17894.567356491803,17903.60417958282,17822.83454002312,17830.45
2022-09-12,17910.332570167528,17964.48563554673,17910.332570167528,17930.75
2022-09-13,18036.095633384884,18075.378709974444,18036.095633384884,18066.8
2022-09-14,17888.93931625726,18073.394077335844,17888.93931625726,18000.3
2022-09-15,18080.672272736167,18080.672272736167,17872.45,17872.45
2022-09-16,17770.159147549322,17770.159147549322,17532.730231595713,17551.25
2022-09-19,17486.30065417787,17650.381163301092,17486.30065417787,17634.15
2022-09-20,17807.70994668607,17908.036878711773,17792.65,17792.65
2022-09-21,17812.06040810566,17812.06040810566,17684.956112592467,17718.6
2022-09-22,17635.51367268431,17705.07694119924,17558.8681742491,17639.85
2022-09-23,17567.304496239663,17567.304496239663,17326.582124185046,17334.8
2022-09-26,17140.000536891523,17140.000536891523,17013.377885927177,17029.45
2022-09-27,17130.221957356833,17130.221957356833,16968.248027845624,17040.95
2022-09-28,16862.674460044025,17009.968562550202,16827.15,16827.15
2022-09-29,17002.865621506397,17002.865621506397,16815.340986070354,16843.6
2022-09-30,16779.754707352746,17160.25626231126,16779.754707352746,17110.8
2022-10-03,17068.211102308298,17068.211102308298,16878.1,16878.1
2022-10-04,17189.41682048196,17279.6,17189.41682048196,17279.6
2022-10-06,17382.398951443403,17409.270270879675,17320.35,17320.35
2022-10-07,17292.12975103156,17316.7,17233.09423123262,17316.7
2022-10-10,17102.704875815372,17259.707023298666,17086.711494077965,17242.36778320365
2022-10-11,17195.784029626582,17195.784029626582,16965.95,16965.95
2022-10-12,17022.402762232443,17130.85,16993.127721276345,17130.85
2022-10-13,17092.234105856074,17092.234105856074,16986.846943241024,17017.25
2022-10-14,17299.590774211498,17334.265156750862,17184.79052022788,17204.1
2022-10-17,17156.670613268983,17320.55,17134.76663771593,17320.55
2022-10-18,17472.619815242175,17512.054592397333,17458.46774198202,17489.85
2022-10-19,17555.053566467584,17596.32305401877,17511.01824308627,17516.45
2022-10-20,17448.642142240107,17564.1,17447.96179102374,17564.1
2022-10-21,17634.870335613406,17656.070021131538,17541.317569618706,17584.8
2022-10-24,17757.464940168502,17757.464940168502,17728.41745140745,17728.41745140745
2022-10-25,17736.593767435006,17749.96896242963,17640.25,17640.25
2022-10-27,17763.673792998496,17763.673792998496,17667.930493124084,17758.5
2022-10-28,17795.157164741122,17822.269499636874,17741.321543333484,17796.55
2022-10-31,17936.353277860453,18012.9130256257,17936.353277860453,18011.35
2022-11-01,18107.820257291536,18161.76029953695,18084.29854358225,18142.1
2022-11-02,18136.55640081931,18136.55640081931,18061.831748250104,18074.05
2022-11-03,18019.668410972085,18088.322613168104,18019.668410972085,18047.85
2022-11-04,18074.547962351204,18127.35,18024.527816813308,18127.35
2022-11-07,18216.69925938424,18216.69925938424,18086.319531293546,18199.85
2022-11-09,18246.34135075008,18246.34135075008,18122.05,18122.05
2022-11-10,18064.254721688187,18064.254721688187,17991.70582043485,18036.45
2022-11-11,18288.58779600436,18356.5,18288.58779600436,18356.5
2022-11-14,18376.321518236884,18376.321518236884,18318.6,18318.6
2022-11-15,18351.34877684126,18419.75,18293.406940074117,18419.75
2022-11-16,18375.866066394166,18427.511842384047,18369.854328271078,18403.55
2022-11-17,18382.541629589487,18399.871925347976,18333.4,18333.4
2022-11-18,18347.051865623922,18347.051865623922,18227.36439468614,18304.55
2022-11-21,18197.582521980657,18197.582521980657,18148.520918004,18153.95
2022-11-22,18152.57524043123,18249.1,18152.57524043123,18249.1
2022-11-23,18297.2934308168,18300.54745320513,18253.4,18253.4
2022-11-24,18302.84211383368,18514.45,18302.84211383368,18514.45
2022-11-25,18466.89928724298,18510.66832895856,18464.2072643318,18497.8
2022-11-28,18501.209628873115,18602.998308017868,18501.209628873115,18553.6
2022-11-29,18611.072576368504,18670.468772950233,18608.1,18608.1
2022-11-30,18664.810538942198,18780.25,18630.475087520157,18780.25
2022-12-01,18864.591471266216,18864.591471266216,18800.85,18800.85
2022-12-02,18742.65497568576,18742.65497568576,18648.89047472005,18705.55
2022-12-05,18669.4022289776,18700.299634913998,18605.084598929672,18693.65
2022-12-06,18604.427729745585,18646.75,18595.53493434737,18646.75
2022-12-07,18632.511204457816,18655.869037644286,18551.75,18551.75
2022-12-08,18555.725541778076,18613.05,18555.725541778076,18613.05
2022-12-09,18643.284362698345,18643.284362698345,18443.003441882043,18490.85
2022-12-12,18362.046469692712,18505.362830500282,18362.046469692712,18495.5
2022-12-13,18527.80674530159,18606.44057689095,18519.08290941035,18596.65
2022-12-14,18669.579118884132,18685.03954241354,18642.9,18642.9
2022-12-15,18633.155093280155,18633.155093280155,18395.1,18395.1
2022-12-16,18372.29945586095,18392.489688948503,18268.748268874544,18274.85
2022-12-19,18271.399605758557,18428.3,18271.399605758557,18428.3
2022-12-20,18313.308512007432,18387.6,18215.13219192725,18387.6
2022-12-21,18456.669217093156,18456.669217093156,18284.34448122281,18284.34448122281
